[[0, 6, 12, 19, 27, 33, 41, 89, 128, 224, 251, 270, 290], 
[0, 6, 12, 19, 27, 33, 94, 115, 128, 188, 194, 217, 260], 
[0, 6, 12, 19, 27, 34, 46, 96, 128, 218, 257, 263, 290], 
[0, 6, 12, 19, 27, 46, 95, 114, 128, 176, 195, 204, 260], 
[0, 6, 12, 19, 28, 34, 51, 155, 232, 238, 270, 290, 302], 
[0, 6, 12, 19, 28, 35, 70, 102, 106, 118, 201, 229, 289], 
[0, 6, 12, 19, 28, 39, 59, 60, 90, 96, 104, 194, 290], 
[0, 6, 12, 19, 28, 39, 63, 69, 104, 182, 232, 238, 277], 
[0, 6, 12, 19, 28, 41, 60, 160, 172, 195, 230, 251, 302], 
[0, 6, 12, 19, 28, 46, 51, 70, 104, 194, 238, 244, 290], 
[0, 6, 12, 19, 28, 46, 66, 72, 77, 96, 104, 182, 277],
[0, 6, 12, 19, 28, 47, 59, 77, 96, 108, 173, 194, 201], 
[0, 6, 12, 19, 28, 60, 76, 89, 90, 124, 128, 176, 194], 
[0, 6, 12, 19, 28, 60, 76, 118, 128, 204, 223, 257, 270], 
[0, 6, 12, 19, 29, 41, 51, 60, 106, 118, 211, 290, 296], 
[0, 6, 12, 19, 29, 41, 51, 60, 159, 172, 176, 195, 204], 
[0, 6, 12, 19, 29, 41, 69, 72, 100, 118, 204, 283, 289], 
[0, 6, 12, 19, 29, 41, 69, 72, 160, 172, 182, 188, 211], 
[0, 6, 12, 19, 29, 53, 82, 95, 159, 205, 211, 224, 251], 
[0, 6, 12, 19, 29, 53, 160, 224, 242, 248, 251, 289, 296], 
[0, 6, 12, 19, 29, 57, 100, 114, 183, 190, 205, 211, 253], 
[0, 6, 12, 19, 29, 57, 106, 114, 176, 188, 242, 248, 253], 
[0, 6, 12, 19, 29, 59, 76, 88, 160, 204, 205, 212, 251], 
[0, 6, 12, 19, 29, 59, 159, 212, 229, 248, 251, 283, 290], 
[0, 6, 12, 19, 29, 63, 100, 114, 182, 195, 229, 248, 266], 
